task,trajectory_id,state_index,robot,object_1,object_2,object_3,object_4,object_5,object_6,object_7,object_8,object_9,object_10,object_11,object_12,object_13,object_14,object_15,object_16,object_17,object_18,object_19,object_20,actions
"navigate to (x=1.50,y=0.53,yaw=24.0)",3266,0,"(x=-0.99,y=-2.04,yaw=35.9)","circle,0,[0.261],(x=-0.35,y=-1.64,yaw=-2.5)",,"rect,0,[0.715, 0.407],(x=-0.99,y=-1.37,yaw=-0.6)",,"rect,1,[0.406, 0.412],(x=-0.22,y=-2.19,yaw=178.8)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=1.04,y=-2.01,yaw=178.1)}"
"navigate to (x=1.50,y=0.53,yaw=24.0)",3266,1,"(x=0.57,y=-1.97,yaw=73.8)","circle,0,[0.261],(x=-0.35,y=-1.64,yaw=-2.5)",,"rect,0,[0.715, 0.407],(x=-0.99,y=-1.37,yaw=-0.6)",,"rect,1,[0.406, 0.412],(x=1.04,y=-2.01,yaw=178.1)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.50,y=0.53,yaw=24.0)}"
"navigate to (x=1.32,y=-0.10,yaw=14.2)",3267,0,"(x=-1.00,y=-2.05,yaw=38.0)","circle,0,[0.254],(x=-0.38,y=-1.64,yaw=-0.9)",,,"rect,1,[0.404, 0.393],(x=-0.23,y=-2.19,yaw=-0.3)","rect,0,[0.725, 0.398],(x=-1.00,y=-1.36,yaw=-178.1)","rect,1,[0.703, 0.441],(x=0.56,y=0.99,yaw=-0.5)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=1.03,y=-2.01,yaw=-1.0)}"
"navigate to (x=1.32,y=-0.10,yaw=14.2)",3267,1,"(x=0.56,y=-1.96,yaw=71.4)","circle,0,[0.254],(x=-0.38,y=-1.64,yaw=-0.9)",,,"rect,1,[0.404, 0.393],(x=1.03,y=-2.01,yaw=-1.0)","rect,0,[0.725, 0.398],(x=-1.00,y=-1.36,yaw=-178.1)","rect,1,[0.703, 0.441],(x=0.56,y=0.99,yaw=-0.5)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.32,y=-0.10,yaw=14.2)}"
"navigate to (x=0.20,y=0.69,yaw=171.6)",3268,0,"(x=-1.01,y=2.05,yaw=-25.6)",,"rect,1,[0.404, 0.411],(x=-0.22,y=2.19,yaw=4.7)",,,"circle,0,[0.248],(x=-0.36,y=1.64,yaw=-0.4)","rect,0,[0.699, 0.415],(x=-1.00,y=1.36,yaw=176.8)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=1.04,y=2.01,yaw=4.8)}"
"navigate to (x=0.20,y=0.69,yaw=171.6)",3268,1,"(x=0.54,y=1.97,yaw=-55.9)",,"rect,1,[0.404, 0.411],(x=1.04,y=2.01,yaw=4.8)",,,"circle,0,[0.248],(x=-0.36,y=1.64,yaw=-0.4)","rect,0,[0.699, 0.415],(x=-1.00,y=1.36,yaw=176.8)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.20,y=0.69,yaw=171.6)}"
"navigate to (x=0.96,y=-0.21,yaw=9.3)",3269,0,"(x=-1.00,y=2.04,yaw=-32.7)","rect,1,[0.406, 0.388],(x=-0.24,y=2.16,yaw=3.3)",,,"rect,0,[0.728, 0.38],(x=-0.99,y=1.35,yaw=4.0)",,"circle,0,[0.254],(x=-0.37,y=1.65,yaw=-2.7)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=1.02,y=1.98,yaw=3.5)}"
"navigate to (x=0.96,y=-0.21,yaw=9.3)",3269,1,"(x=0.56,y=1.96,yaw=-68.9)","rect,1,[0.406, 0.388],(x=1.02,y=1.98,yaw=3.5)",,,"rect,0,[0.728, 0.38],(x=-0.99,y=1.35,yaw=4.0)",,"circle,0,[0.254],(x=-0.37,y=1.65,yaw=-2.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.96,y=-0.21,yaw=9.3)}"
"navigate to (x=-1.50,y=0.70,yaw=-169.5)",3270,0,"(x=1.00,y=-2.04,yaw=152.6)","circle,0,[0.24],(x=0.35,y=-1.61,yaw=0.8)",,"rect,1,[0.394, 0.386],(x=0.25,y=-2.18,yaw=-179.3)","rect,0,[0.667, 0.405],(x=1.00,y=-1.34,yaw=175.1)",,"rect,0,[0.497, 0.571],(x=-0.37,y=-0.55,yaw=-162.6)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:3, goal:(x=-1.01,y=-1.99,yaw=-179.9)}"
"navigate to (x=-1.50,y=0.70,yaw=-169.5)",3270,1,"(x=-0.55,y=-1.96,yaw=119.1)","circle,0,[0.24],(x=0.35,y=-1.61,yaw=0.8)",,"rect,1,[0.394, 0.386],(x=-1.01,y=-1.99,yaw=-179.9)","rect,0,[0.667, 0.405],(x=1.00,y=-1.34,yaw=175.1)",,"rect,0,[0.497, 0.571],(x=-0.37,y=-0.55,yaw=-162.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=0.70,yaw=-169.5)}"
"navigate to (x=-1.50,y=-0.56,yaw=-31.4)",3271,0,"(x=1.00,y=-2.03,yaw=146.6)",,"rect,1,[0.401, 0.387],(x=0.25,y=-2.16,yaw=-4.7)","rect,0,[0.708, 0.385],(x=1.02,y=-1.36,yaw=2.2)","circle,0,[0.247],(x=0.36,y=-1.63,yaw=0.5)",,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=-1.01,y=-1.98,yaw=-3.7)}"
"navigate to (x=-1.50,y=-0.56,yaw=-31.4)",3271,1,"(x=-0.56,y=-1.96,yaw=110.7)",,"rect,1,[0.401, 0.387],(x=-1.01,y=-1.98,yaw=-3.7)","rect,0,[0.708, 0.385],(x=1.02,y=-1.36,yaw=2.2)","circle,0,[0.247],(x=0.36,y=-1.63,yaw=0.5)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=-0.56,yaw=-31.4)}"
"navigate to (x=-1.06,y=-1.30,yaw=145.9)",3272,0,"(x=0.99,y=2.05,yaw=-129.5)","circle,0,[0.26],(x=0.36,y=1.64,yaw=-1.7)","circle,0,[0.381],(x=-0.41,y=-2.12,yaw=-176.5)",,"rect,1,[0.415, 0.406],(x=0.25,y=2.20,yaw=3.8)",,"rect,0,[0.711, 0.382],(x=1.01,y=1.36,yaw=-178.3)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=-1.01,y=2.02,yaw=2.9)}"
"navigate to (x=-1.06,y=-1.30,yaw=145.9)",3272,1,"(x=-0.57,y=1.95,yaw=-98.9)","circle,0,[0.26],(x=0.36,y=1.64,yaw=-1.7)","circle,0,[0.381],(x=-0.41,y=-2.12,yaw=-176.5)",,"rect,1,[0.415, 0.406],(x=-1.01,y=2.02,yaw=2.9)",,"rect,0,[0.711, 0.382],(x=1.01,y=1.36,yaw=-178.3)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.06,y=-1.30,yaw=145.9)}"
"navigate to (x=1.50,y=0.90,yaw=-72.1)",3273,0,"(x=-1.00,y=-2.03,yaw=34.4)","rect,1,[0.405, 0.413],(x=-0.22,y=-2.19,yaw=-2.0)","circle,0,[0.248],(x=-0.38,y=-1.63,yaw=179.5)",,,,"rect,0,[0.685, 0.412],(x=-0.99,y=-1.34,yaw=-4.8)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=1.04,y=-2.01,yaw=-1.9)}"
"navigate to (x=1.50,y=0.90,yaw=-72.1)",3273,1,"(x=0.55,y=-1.94,yaw=70.0)","rect,1,[0.405, 0.413],(x=1.04,y=-2.01,yaw=-1.9)","circle,0,[0.248],(x=-0.38,y=-1.63,yaw=179.5)",,,,"rect,0,[0.685, 0.412],(x=-0.99,y=-1.34,yaw=-4.8)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.50,y=0.90,yaw=-72.1)}"
"navigate to (x=-0.51,y=-1.33,yaw=-143.2)",3274,0,"(x=1.00,y=2.05,yaw=-148.8)",,,,"circle,0,[0.259],(x=0.37,y=1.64,yaw=176.1)","rect,1,[0.38, 0.383],(x=0.25,y=2.18,yaw=4.8)","rect,0,[0.691, 0.404],(x=1.00,y=1.37,yaw=-4.0)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=-1.01,y=2.01,yaw=5.0)}"
"navigate to (x=-0.51,y=-1.33,yaw=-143.2)",3274,1,"(x=-0.58,y=1.96,yaw=-115.0)",,,,"circle,0,[0.259],(x=0.37,y=1.64,yaw=176.1)","rect,1,[0.38, 0.383],(x=-1.01,y=2.01,yaw=5.0)","rect,0,[0.691, 0.404],(x=1.00,y=1.37,yaw=-4.0)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.51,y=-1.33,yaw=-143.2)}"
"navigate to (x=0.18,y=-0.20,yaw=-0.5)",3275,0,"(x=-1.01,y=-2.04,yaw=41.3)",,,,"circle,0,[0.256],(x=-0.35,y=-1.61,yaw=-4.1)","rect,0,[0.709, 0.381],(x=-1.02,y=-1.35,yaw=-4.5)","rect,1,[0.383, 0.399],(x=-0.25,y=-2.20,yaw=178.8)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=1.01,y=-2.02,yaw=178.0)}"
"navigate to (x=0.18,y=-0.20,yaw=-0.5)",3275,1,"(x=0.55,y=-1.98,yaw=75.3)",,,,"circle,0,[0.256],(x=-0.35,y=-1.61,yaw=-4.1)","rect,0,[0.709, 0.381],(x=-1.02,y=-1.35,yaw=-4.5)","rect,1,[0.383, 0.399],(x=1.01,y=-2.02,yaw=178.0)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.18,y=-0.20,yaw=-0.5)}"
"navigate to (x=-0.97,y=0.02,yaw=-42.3)",3276,0,"(x=1.02,y=-2.06,yaw=136.0)","rect,0,[0.675, 0.411],(x=1.02,y=-1.37,yaw=177.5)","circle,0,[0.262],(x=0.36,y=-1.64,yaw=177.8)",,,,"rect,1,[0.395, 0.39],(x=0.24,y=-2.19,yaw=4.9)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=-1.02,y=-2.02,yaw=4.8)}"
"navigate to (x=-0.97,y=0.02,yaw=-42.3)",3276,1,"(x=-0.54,y=-1.97,yaw=102.7)","rect,0,[0.675, 0.411],(x=1.02,y=-1.37,yaw=177.5)","circle,0,[0.262],(x=0.36,y=-1.64,yaw=177.8)",,,,"rect,1,[0.395, 0.39],(x=-1.02,y=-2.02,yaw=4.8)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.97,y=0.02,yaw=-42.3)}"
"navigate to (x=-1.34,y=0.28,yaw=-164.6)",3277,0,"(x=1.02,y=-2.05,yaw=132.9)","rect,1,[0.392, 0.392],(x=0.25,y=-2.16,yaw=-179.6)",,"rect,1,[0.391, 0.273],(x=0.76,y=0.50,yaw=-56.0)","rect,0,[0.718, 0.411],(x=1.02,y=-1.37,yaw=175.6)",,"circle,0,[0.254],(x=0.36,y=-1.64,yaw=0.5)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=-1.01,y=-1.98,yaw=-179.8)}"
"navigate to (x=-1.34,y=0.28,yaw=-164.6)",3277,1,"(x=-0.53,y=-1.97,yaw=101.5)","rect,1,[0.392, 0.392],(x=-1.01,y=-1.98,yaw=-179.8)",,"rect,1,[0.391, 0.273],(x=0.76,y=0.50,yaw=-56.0)","rect,0,[0.718, 0.411],(x=1.02,y=-1.37,yaw=175.6)",,"circle,0,[0.254],(x=0.36,y=-1.64,yaw=0.5)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.34,y=0.28,yaw=-164.6)}"
"navigate to (x=-0.26,y=0.23,yaw=-152.7)",3278,0,"(x=0.98,y=-2.05,yaw=149.7)",,,"circle,0,[0.241],(x=0.35,y=-1.63,yaw=175.7)","rect,0,[0.731, 0.4],(x=1.00,y=-1.37,yaw=-178.1)",,"rect,1,[0.419, 0.396],(x=0.23,y=-2.19,yaw=-175.7)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=-1.03,y=-2.01,yaw=-175.2)}"
"navigate to (x=-0.26,y=0.23,yaw=-152.7)",3278,1,"(x=-0.57,y=-1.97,yaw=114.1)",,,"circle,0,[0.241],(x=0.35,y=-1.63,yaw=175.7)","rect,0,[0.731, 0.4],(x=1.00,y=-1.37,yaw=-178.1)",,"rect,1,[0.419, 0.396],(x=-1.03,y=-2.01,yaw=-175.2)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.26,y=0.23,yaw=-152.7)}"
"navigate to (x=0.38,y=0.91,yaw=-51.4)",3279,0,"(x=-1.01,y=-2.04,yaw=50.0)",,"rect,0,[0.728, 0.419],(x=-0.99,y=-1.33,yaw=2.2)",,"circle,0,[0.262],(x=-0.35,y=-1.62,yaw=-175.0)","rect,1,[0.391, 0.405],(x=-0.25,y=-2.18,yaw=179.5)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=1.02,y=-2.00,yaw=179.3)}"
"navigate to (x=0.38,y=0.91,yaw=-51.4)",3279,1,"(x=0.55,y=-1.96,yaw=79.9)",,"rect,0,[0.728, 0.419],(x=-0.99,y=-1.33,yaw=2.2)",,"circle,0,[0.262],(x=-0.35,y=-1.62,yaw=-175.0)","rect,1,[0.391, 0.405],(x=1.02,y=-2.00,yaw=179.3)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.38,y=0.91,yaw=-51.4)}"
"navigate to (x=-0.93,y=0.22,yaw=166.6)",3280,0,"(x=1.01,y=-2.04,yaw=144.5)",,"rect,0,[0.727, 0.411],(x=1.02,y=-1.36,yaw=-179.1)","rect,1,[0.383, 0.386],(x=0.25,y=-2.19,yaw=-3.7)","circle,0,[0.242],(x=0.34,y=-1.61,yaw=-177.3)",,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:3, goal:(x=-1.00,y=-2.02,yaw=-4.6)}"
"navigate to (x=-0.93,y=0.22,yaw=166.6)",3280,1,"(x=-0.55,y=-1.96,yaw=113.2)",,"rect,0,[0.727, 0.411],(x=1.02,y=-1.36,yaw=-179.1)","rect,1,[0.383, 0.386],(x=-1.00,y=-2.02,yaw=-4.6)","circle,0,[0.242],(x=0.34,y=-1.61,yaw=-177.3)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.93,y=0.22,yaw=166.6)}"
"navigate to (x=1.13,y=-1.00,yaw=-105.1)",3281,0,"(x=-0.98,y=2.04,yaw=-38.9)",,"rect,1,[0.388, 0.384],(x=-0.23,y=2.19,yaw=2.5)",,"circle,0,[0.224],(x=0.76,y=1.21,yaw=-12.6)","circle,0,[0.246],(x=-0.37,y=1.63,yaw=176.1)","rect,0,[0.677, 0.392],(x=-1.03,y=1.35,yaw=177.2)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=1.03,y=2.01,yaw=3.2)}"
"navigate to (x=1.13,y=-1.00,yaw=-105.1)",3281,1,"(x=0.59,y=1.95,yaw=-71.2)",,"rect,1,[0.388, 0.384],(x=1.03,y=2.01,yaw=3.2)",,"circle,0,[0.224],(x=0.76,y=1.21,yaw=-12.6)","circle,0,[0.246],(x=-0.37,y=1.63,yaw=176.1)","rect,0,[0.677, 0.392],(x=-1.03,y=1.35,yaw=177.2)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.13,y=-1.00,yaw=-105.1)}"
"navigate to (x=0.01,y=0.67,yaw=22.3)",3282,0,"(x=-0.98,y=-2.04,yaw=45.4)","rect,1,[0.411, 0.394],(x=-0.22,y=-2.17,yaw=2.5)","circle,0,[0.259],(x=-0.34,y=-1.62,yaw=3.6)","rect,0,[0.713, 0.403],(x=-1.02,y=-1.33,yaw=-3.8)",,,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=1.03,y=-1.99,yaw=1.8)}"
"navigate to (x=0.01,y=0.67,yaw=22.3)",3282,1,"(x=0.57,y=-1.96,yaw=78.2)","rect,1,[0.411, 0.394],(x=1.03,y=-1.99,yaw=1.8)","circle,0,[0.259],(x=-0.34,y=-1.62,yaw=3.6)","rect,0,[0.713, 0.403],(x=-1.02,y=-1.33,yaw=-3.8)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.01,y=0.67,yaw=22.3)}"
"navigate to (x=1.40,y=1.22,yaw=-8.1)",3283,0,"(x=-0.98,y=-2.04,yaw=40.7)","circle,0,[0.248],(x=-0.35,y=-1.65,yaw=-3.8)",,"rect,0,[0.69, 0.399],(x=-1.00,y=-1.34,yaw=178.5)",,"rect,1,[0.382, 0.402],(x=-0.24,y=-2.19,yaw=-178.3)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=1.02,y=-2.01,yaw=-178.8)}"
"navigate to (x=1.40,y=1.22,yaw=-8.1)",3283,1,"(x=0.58,y=-1.96,yaw=73.0)","circle,0,[0.248],(x=-0.35,y=-1.65,yaw=-3.8)",,"rect,0,[0.69, 0.399],(x=-1.00,y=-1.34,yaw=178.5)",,"rect,1,[0.382, 0.402],(x=1.02,y=-2.01,yaw=-178.8)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.40,y=1.22,yaw=-8.1)}"
"navigate to (x=0.33,y=-1.39,yaw=-173.7)",3284,0,"(x=-1.01,y=2.04,yaw=-42.5)","rect,1,[0.398, 0.397],(x=-0.24,y=2.18,yaw=175.0)",,,"rect,0,[0.689, 0.402],(x=-1.01,y=1.37,yaw=0.6)",,"circle,0,[0.24],(x=-0.35,y=1.63,yaw=-175.4)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=1.02,y=2.00,yaw=175.7)}"
"navigate to (x=0.33,y=-1.39,yaw=-173.7)",3284,1,"(x=0.54,y=1.98,yaw=-71.7)","rect,1,[0.398, 0.397],(x=1.02,y=2.00,yaw=175.7)",,,"rect,0,[0.689, 0.402],(x=-1.01,y=1.37,yaw=0.6)",,"circle,0,[0.24],(x=-0.35,y=1.63,yaw=-175.4)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.33,y=-1.39,yaw=-173.7)}"
"navigate to (x=0.50,y=0.90,yaw=-1.0)",3285,0,"(x=-0.99,y=-2.02,yaw=40.0)","rect,1,[0.414, 0.383],(x=-0.23,y=-2.19,yaw=5.6)",,,"rect,0,[0.698, 0.406],(x=-1.01,y=-1.36,yaw=176.6)","circle,0,[0.239],(x=-0.36,y=-1.63,yaw=-178.4)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=1.03,y=-2.01,yaw=4.6)}"
"navigate to (x=0.50,y=0.90,yaw=-1.0)",3285,1,"(x=0.57,y=-1.94,yaw=70.0)","rect,1,[0.414, 0.383],(x=1.03,y=-2.01,yaw=4.6)",,,"rect,0,[0.698, 0.406],(x=-1.01,y=-1.36,yaw=176.6)","circle,0,[0.239],(x=-0.36,y=-1.63,yaw=-178.4)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.50,y=0.90,yaw=-1.0)}"
"navigate to (x=-1.50,y=-0.19,yaw=-35.7)",3286,0,"(x=1.00,y=-2.05,yaw=140.8)",,"rect,0,[0.713, 0.389],(x=0.99,y=-1.33,yaw=176.8)","circle,0,[0.254],(x=0.34,y=-1.65,yaw=177.3)",,,"rect,1,[0.412, 0.403],(x=0.23,y=-2.19,yaw=-176.5)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=-1.03,y=-2.01,yaw=-175.7)}"
"navigate to (x=-1.50,y=-0.19,yaw=-35.7)",3286,1,"(x=-0.56,y=-1.96,yaw=112.1)",,"rect,0,[0.713, 0.389],(x=0.99,y=-1.33,yaw=176.8)","circle,0,[0.254],(x=0.34,y=-1.65,yaw=177.3)",,,"rect,1,[0.412, 0.403],(x=-1.03,y=-2.01,yaw=-175.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.50,y=-0.19,yaw=-35.7)}"
"navigate to (x=-0.41,y=-0.59,yaw=108.6)",3287,0,"(x=1.00,y=2.04,yaw=-134.0)",,"circle,1,[0.257],(x=-0.67,y=-1.54,yaw=28.5)","circle,0,[0.253],(x=0.35,y=1.63,yaw=-4.3)",,"rect,0,[0.707, 0.412],(x=1.03,y=1.33,yaw=175.4)","rect,1,[0.418, 0.386],(x=0.23,y=2.17,yaw=-177.2)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=-1.02,y=1.99,yaw=-176.7)}"
"navigate to (x=-0.41,y=-0.59,yaw=108.6)",3287,1,"(x=-0.58,y=1.95,yaw=-99.3)",,"circle,1,[0.257],(x=-0.67,y=-1.54,yaw=28.5)","circle,0,[0.253],(x=0.35,y=1.63,yaw=-4.3)",,"rect,0,[0.707, 0.412],(x=1.03,y=1.33,yaw=175.4)","rect,1,[0.418, 0.386],(x=-1.02,y=1.99,yaw=-176.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.41,y=-0.59,yaw=108.6)}"
"navigate to (x=1.08,y=-0.23,yaw=-105.2)",3288,0,"(x=-0.98,y=2.05,yaw=-42.2)","circle,0,[0.246],(x=-0.37,y=1.64,yaw=-178.4)",,,"rect,0,[0.721, 0.414],(x=-1.00,y=1.35,yaw=178.1)",,"rect,1,[0.415, 0.386],(x=-0.23,y=2.19,yaw=177.6)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=1.02,y=2.01,yaw=176.8)}"
"navigate to (x=1.08,y=-0.23,yaw=-105.2)",3288,1,"(x=0.58,y=1.98,yaw=-74.4)","circle,0,[0.246],(x=-0.37,y=1.64,yaw=-178.4)",,,"rect,0,[0.721, 0.414],(x=-1.00,y=1.35,yaw=178.1)",,"rect,1,[0.415, 0.386],(x=1.02,y=2.01,yaw=176.8)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.08,y=-0.23,yaw=-105.2)}"
"navigate to (x=1.50,y=-1.34,yaw=-4.6)",3289,0,"(x=-1.02,y=2.04,yaw=-49.7)",,,"rect,0,[0.67, 0.388],(x=-1.00,y=1.36,yaw=176.1)","rect,1,[0.394, 0.394],(x=-0.25,y=2.18,yaw=179.9)","circle,0,[0.246],(x=-0.35,y=1.64,yaw=-177.6)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=1.01,y=2.00,yaw=-179.3)}"
"navigate to (x=1.50,y=-1.34,yaw=-4.6)",3289,1,"(x=0.55,y=1.96,yaw=-86.8)",,,"rect,0,[0.67, 0.388],(x=-1.00,y=1.36,yaw=176.1)","rect,1,[0.394, 0.394],(x=1.01,y=2.00,yaw=-179.3)","circle,0,[0.246],(x=-0.35,y=1.64,yaw=-177.6)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.50,y=-1.34,yaw=-4.6)}"
"navigate to (x=1.50,y=0.04,yaw=-92.8)",3290,0,"(x=-1.01,y=2.05,yaw=-38.4)","rect,1,[0.38, 0.407],(x=-0.25,y=2.19,yaw=-177.6)",,"circle,0,[0.246],(x=-0.35,y=1.63,yaw=2.3)","rect,0,[0.44, 0.496],(x=0.99,y=0.86,yaw=-32.6)",,"rect,0,[0.703, 0.414],(x=-1.00,y=1.35,yaw=-2.3)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=1.01,y=2.01,yaw=-177.4)}"
"navigate to (x=1.50,y=0.04,yaw=-92.8)",3290,1,"(x=0.54,y=1.97,yaw=-73.8)","rect,1,[0.38, 0.407],(x=1.01,y=2.01,yaw=-177.4)",,"circle,0,[0.246],(x=-0.35,y=1.63,yaw=2.3)","rect,0,[0.44, 0.496],(x=0.99,y=0.86,yaw=-32.6)",,"rect,0,[0.703, 0.414],(x=-1.00,y=1.35,yaw=-2.3)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.50,y=0.04,yaw=-92.8)}"
"navigate to (x=-0.92,y=0.27,yaw=5.4)",3291,0,"(x=1.02,y=2.03,yaw=-142.0)",,"circle,0,[0.243],(x=0.38,y=1.63,yaw=-178.5)","rect,1,[0.382, 0.392],(x=0.25,y=2.19,yaw=-0.5)",,"rect,0,[0.715, 0.41],(x=1.01,y=1.34,yaw=0.6)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:3, goal:(x=-1.00,y=2.01,yaw=-1.2)}"
"navigate to (x=-0.92,y=0.27,yaw=5.4)",3291,1,"(x=-0.56,y=1.96,yaw=-108.1)",,"circle,0,[0.243],(x=0.38,y=1.63,yaw=-178.5)","rect,1,[0.382, 0.392],(x=-1.00,y=2.01,yaw=-1.2)",,"rect,0,[0.715, 0.41],(x=1.01,y=1.34,yaw=0.6)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.92,y=0.27,yaw=5.4)}"
"navigate to (x=0.18,y=-0.87,yaw=-115.2)",3292,0,"(x=-1.02,y=2.02,yaw=-21.2)","rect,0,[0.683, 0.4],(x=-1.01,y=1.36,yaw=-178.4)",,,,"circle,0,[0.239],(x=-0.37,y=1.62,yaw=177.5)","rect,1,[0.395, 0.385],(x=-0.22,y=2.20,yaw=3.1)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=1.03,y=2.02,yaw=2.9)}"
"navigate to (x=0.18,y=-0.87,yaw=-115.2)",3292,1,"(x=0.54,y=1.95,yaw=-57.0)","rect,0,[0.683, 0.4],(x=-1.01,y=1.36,yaw=-178.4)",,,,"circle,0,[0.239],(x=-0.37,y=1.62,yaw=177.5)","rect,1,[0.395, 0.385],(x=1.03,y=2.02,yaw=2.9)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.18,y=-0.87,yaw=-115.2)}"
"navigate to (x=-0.26,y=-1.05,yaw=76.5)",3293,0,"(x=0.99,y=2.00,yaw=-143.9)",,"rect,0,[0.721, 0.411],(x=1.01,y=1.33,yaw=2.7)",,"circle,1,[0.247],(x=0.37,y=1.65,yaw=-179.9)","rect,1,[0.401, 0.418],(x=0.33,y=2.20,yaw=-178.6)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=-0.51,y=1.02,yaw=-179.9)}"
"navigate to (x=-0.26,y=-1.05,yaw=76.5)",3293,1,"(x=-0.06,y=1.17,yaw=-96.4)",,"rect,0,[0.721, 0.411],(x=1.01,y=1.33,yaw=2.7)",,"circle,1,[0.247],(x=-0.51,y=1.02,yaw=-179.9)","rect,1,[0.401, 0.418],(x=0.33,y=2.20,yaw=-178.6)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.26,y=-1.05,yaw=76.5)}"
"navigate to (x=-0.27,y=-1.23,yaw=-75.8)",3294,0,"(x=0.97,y=2.00,yaw=-138.4)",,,"rect,1,[0.415, 0.409],(x=0.33,y=2.19,yaw=-1.7)","rect,0,[0.675, 0.405],(x=0.99,y=1.36,yaw=-0.1)",,"circle,1,[0.262],(x=0.35,y=1.64,yaw=-4.2)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=-0.53,y=1.01,yaw=-5.0)}"
